0.5055652137231899
(0) --> prob=[0.034162009638399715,0.9658379903616003], prediction=1.0
(8968) --> prob=[2.6794337062924585E-8,0.9999999732056628], prediction=1.0
(8970) --> prob=[3.945897035942701E-5,0.9999605410296406], prediction=1.0
(8972) --> prob=[0.9975874742627732,0.002412525737226915], prediction=0.0
(8974) --> prob=[5.092669113690019E-14,0.9999999999999492], prediction=1.0
(8976) --> prob=[0.9735424740362525,0.02645752596374739], prediction=0.0
(8978) --> prob=[2.5081676965444766E-4,0.9997491832303457], prediction=1.0
(8980) --> prob=[0.9993046717259209,6.953282740791457E-4], prediction=0.0
(8982) --> prob=[0.008636180519856308,0.9913638194801436], prediction=1.0
(8984) --> prob=[0.13574165846363637,0.8642583415363637], prediction=1.0
(8986) --> prob=[0.006203319291521192,0.9937966807084789], prediction=1.0
(8988) --> prob=[8.21053804960233E-4,0.9991789461950398], prediction=1.0
(8990) --> prob=[2.1153371759720065E-6,0.9999978846628239], prediction=1.0
(8992) --> prob=[1.2072851298872576E-22,1.0], prediction=1.0
(8994) --> prob=[1.4088428011563095E-9,0.9999999985911572], prediction=1.0
(8996) --> prob=[0.7192022334659771,0.28079776653402294], prediction=0.0
(8998) --> prob=[0.999997914844716,2.085155283977014E-6], prediction=0.0
(9000) --> prob=[0.44026248855353906,0.559737511446461], prediction=1.0
(9002) --> prob=[0.6380292437931592,0.36197075620684077], prediction=0.0
(9004) --> prob=[0.7570072287106488,0.24299277128935123], prediction=0.0
(9006) --> prob=[0.005775659021958743,0.9942243409780411], prediction=1.0
(9008) --> prob=[0.034656461810950646,0.9653435381890494], prediction=1.0
(9010) --> prob=[0.8330776929123244,0.16692230708767558], prediction=0.0
(9012) --> prob=[0.888320972194478,0.11167902780552191], prediction=0.0
(9014) --> prob=[0.998297200311021,0.0017027996889789432], prediction=0.0
(9016) --> prob=[5.276998728199494E-7,0.9999994723001271], prediction=1.0
(9018) --> prob=[0.9997395299453014,2.6047005469862844E-4], prediction=0.0
(9020) --> prob=[0.9986394178889534,0.001360582111046725], prediction=0.0
(9022) --> prob=[1.1375313284380773E-7,0.9999998862468672], prediction=1.0
(9024) --> prob=[0.01698692689331676,0.9830130731066833], prediction=1.0
(9026) --> prob=[0.9958024169257618,0.004197583074238159], prediction=0.0
(9028) --> prob=[0.009923621936528612,0.9900763780634714], prediction=1.0
(9030) --> prob=[0.9999988566383912,1.1433616087781776E-6], prediction=0.0
(9032) --> prob=[0.14775658045988205,0.8522434195401181], prediction=1.0
(9034) --> prob=[1.3733643297792508E-6,0.9999986266356703], prediction=1.0
(9036) --> prob=[1.8766077572842285E-6,0.9999981233922426], prediction=1.0
(9038) --> prob=[0.7160781833838303,0.2839218166161696], prediction=0.0
(9040) --> prob=[0.003935694993595626,0.9960643050064043], prediction=1.0
(9042) --> prob=[0.002557108019512397,0.9974428919804875], prediction=1.0
(9044) --> prob=[0.9998443547533884,1.5564524661152609E-4], prediction=0.0
(9046) --> prob=[0.6654694748787401,0.33453052512125997], prediction=0.0
(9048) --> prob=[0.9999999963509154,3.6490846238706973E-9], prediction=0.0
(9050) --> prob=[0.8624190979491954,0.13758090205080467], prediction=0.0
(9052) --> prob=[0.020576757699747664,0.9794232423002525], prediction=1.0
(9054) --> prob=[0.0029927007440484427,0.9970072992559516], prediction=1.0
(9056) --> prob=[0.001959273209448026,0.998040726790552], prediction=1.0
(9058) --> prob=[0.028370803926299808,0.9716291960737002], prediction=1.0
(9060) --> prob=[0.36345763836872036,0.6365423616312798], prediction=1.0
(9062) --> prob=[0.9999938641849863,6.135815013688273E-6], prediction=0.0
(9064) --> prob=[0.0011859632236222253,0.9988140367763777], prediction=1.0
(9066) --> prob=[0.7563972482361839,0.2436027517638161], prediction=0.0
(9068) --> prob=[2.820023000400945E-8,0.99999997179977], prediction=1.0
(9070) --> prob=[1.3986331033465774E-7,0.9999998601366897], prediction=1.0
(9072) --> prob=[1.360377915350064E-15,0.9999999999999987], prediction=1.0
(9074) --> prob=[0.999968536125907,3.1463874092976195E-5], prediction=0.0
(9076) --> prob=[9.56668846317064E-9,0.9999999904333116], prediction=1.0
(9078) --> prob=[0.9998225166174025,1.7748338259755648E-4], prediction=0.0
(9080) --> prob=[0.9999908357454712,9.164254528806237E-6], prediction=0.0
(9082) --> prob=[9.83785086283162E-4,0.9990162149137168], prediction=1.0
(9084) --> prob=[0.6916468301749243,0.3083531698250756], prediction=0.0
(9086) --> prob=[0.002474610337844174,0.9975253896621559], prediction=1.0
(9088) --> prob=[0.9724687125320195,0.02753128746798043], prediction=0.0
(9090) --> prob=[0.1171348019080212,0.8828651980919788], prediction=1.0
(9092) --> prob=[0.9002931932768088,0.09970680672319122], prediction=0.0
(9094) --> prob=[0.13069268103795673,0.8693073189620432], prediction=1.0
(9096) --> prob=[0.11875090697125938,0.8812490930287407], prediction=1.0
(9098) --> prob=[0.9845038376266987,0.015496162373301323], prediction=0.0
(9100) --> prob=[0.03613912681404178,0.9638608731859583], prediction=1.0
(9102) --> prob=[2.35521415852192E-6,0.9999976447858415], prediction=1.0
(9104) --> prob=[0.010123030137760855,0.9898769698622392], prediction=1.0
(9106) --> prob=[0.0017003115501233639,0.9982996884498766], prediction=1.0
(9108) --> prob=[0.9999444174250478,5.5582574952230686E-5], prediction=0.0
(9110) --> prob=[0.00221519698822348,0.9977848030117765], prediction=1.0
(9112) --> prob=[0.5348820047065902,0.46511799529340986], prediction=0.0
(9114) --> prob=[0.8505133683199266,0.14948663168007334], prediction=0.0
(9116) --> prob=[0.5677006326972049,0.43229936730279517], prediction=0.0
(9118) --> prob=[0.13050894866938098,0.869491051330619], prediction=1.0
(9120) --> prob=[0.07224421144327914,0.9277557885567209], prediction=1.0
(9122) --> prob=[0.9557701285950666,0.04422987140493343], prediction=0.0
(9124) --> prob=[0.5745412454707295,0.4254587545292706], prediction=0.0
(9126) --> prob=[0.8663023961917858,0.1336976038082142], prediction=0.0
(9128) --> prob=[0.0657138543252871,0.9342861456747129], prediction=1.0
(9130) --> prob=[0.8093810296500296,0.19061897034997044], prediction=0.0
(9132) --> prob=[0.005623019317035899,0.9943769806829642], prediction=1.0
(9134) --> prob=[0.02297631284168677,0.9770236871583131], prediction=1.0
(9136) --> prob=[0.9453088642356221,0.05469113576437792], prediction=0.0
(9138) --> prob=[0.9999999862811118,1.3718888190886509E-8], prediction=0.0
(9140) --> prob=[0.002054604265957374,0.9979453957340426], prediction=1.0
(9142) --> prob=[0.9999999981527441,1.8472558572726332E-9], prediction=0.0
(9144) --> prob=[2.4784626696674907E-5,0.9999752153733034], prediction=1.0
(9146) --> prob=[0.03009056816402396,0.969909431835976], prediction=1.0
(9148) --> prob=[0.919275989523582,0.08072401047641793], prediction=0.0
(9150) --> prob=[4.0981108149392675E-6,0.9999959018891851], prediction=1.0
(9152) --> prob=[0.0915549530570188,0.9084450469429813], prediction=1.0
(9154) --> prob=[0.9984077759859022,0.0015922240140976939], prediction=0.0
(9156) --> prob=[0.10966344184530594,0.890336558154694], prediction=1.0
(9158) --> prob=[1.3984663258390558E-11,0.9999999999860154], prediction=1.0
(9160) --> prob=[0.001521567936870804,0.9984784320631291], prediction=1.0
(9162) --> prob=[0.9901863956386736,0.00981360436132644], prediction=0.0
(9164) --> prob=[0.06406504740493406,0.935934952595066], prediction=1.0
(9166) --> prob=[0.013549943937974778,0.9864500560620253], prediction=1.0
(9168) --> prob=[0.5731535173760622,0.4268464826239379], prediction=0.0
(9170) --> prob=[0.8651872683938393,0.13481273160616064], prediction=0.0
(9172) --> prob=[0.9981806428241056,0.001819357175894338], prediction=0.0
(9174) --> prob=[0.9996822776620978,3.1772233790212077E-4], prediction=0.0
(9176) --> prob=[0.9713708710407776,0.028629128959222462], prediction=0.0
(9178) --> prob=[0.9717009271076783,0.02829907289232169], prediction=0.0
(9180) --> prob=[0.04574021966215436,0.9542597803378455], prediction=1.0
(9182) --> prob=[4.8025584842477815E-4,0.9995197441515753], prediction=1.0
(9184) --> prob=[0.002441613382147131,0.9975583866178529], prediction=1.0
(9186) --> prob=[4.0978761181061976E-18,1.0], prediction=1.0
(9188) --> prob=[9.845539079670766E-7,0.9999990154460919], prediction=1.0
(9190) --> prob=[0.0010563880457551138,0.9989436119542449], prediction=1.0
(9192) --> prob=[0.9999981055180461,1.8944819538298717E-6], prediction=0.0
(9194) --> prob=[1.8740179483878454E-6,0.9999981259820517], prediction=1.0
(9196) --> prob=[2.5876482635826294E-4,0.9997412351736417], prediction=1.0
(9198) --> prob=[0.9999642364452236,3.57635547764946E-5], prediction=0.0
(9200) --> prob=[0.5268197592740487,0.4731802407259513], prediction=0.0
(9202) --> prob=[0.9551089251267588,0.04489107487324124], prediction=0.0
(9204) --> prob=[0.005404154921017789,0.9945958450789821], prediction=1.0
(9206) --> prob=[0.9072036676451101,0.09279633235488995], prediction=0.0
(9208) --> prob=[0.25141186462108495,0.7485881353789151], prediction=1.0
(9210) --> prob=[0.9888841948430641,0.011115805156935865], prediction=0.0
(9212) --> prob=[2.1176539862462654E-9,0.999999997882346], prediction=1.0
(9214) --> prob=[0.10691948265093729,0.8930805173490627], prediction=1.0
(9216) --> prob=[4.4525592352972416E-5,0.999955474407647], prediction=1.0
(9218) --> prob=[0.006150228125354017,0.993849771874646], prediction=1.0
(9220) --> prob=[0.9997401349893912,2.598650106087602E-4], prediction=0.0
(9222) --> prob=[0.3251938719647461,0.674806128035254], prediction=1.0
(9224) --> prob=[1.4866529321248656E-6,0.9999985133470678], prediction=1.0
(9226) --> prob=[0.6722625895159269,0.3277374104840731], prediction=0.0
(9228) --> prob=[0.8333173642047109,0.16668263579528902], prediction=0.0
(9230) --> prob=[0.03247017673556275,0.9675298232644373], prediction=1.0
(9232) --> prob=[0.001130526077259951,0.9988694739227401], prediction=1.0
(9234) --> prob=[0.5086384775702474,0.4913615224297526], prediction=0.0
(9236) --> prob=[0.9842393208975992,0.015760679102400737], prediction=0.0
(9238) --> prob=[8.189977966451466E-8,0.9999999181002204], prediction=1.0
(9240) --> prob=[1.8257215740610623E-4,0.999817427842594], prediction=1.0
(9242) --> prob=[0.05848608296146402,0.9415139170385359], prediction=1.0
(9244) --> prob=[0.10822866011285219,0.8917713398871477], prediction=1.0
(9246) --> prob=[0.6618913102717661,0.3381086897282339], prediction=0.0
(9248) --> prob=[0.007441047047770051,0.9925589529522298], prediction=1.0
(9250) --> prob=[0.9996303495730356,3.6965042696445274E-4], prediction=0.0
(9252) --> prob=[3.574289135319879E-8,0.9999999642571087], prediction=1.0
(9254) --> prob=[0.9999787912978535,2.1208702146482467E-5], prediction=0.0
(9256) --> prob=[0.9979584437944664,0.0020415562055336495], prediction=0.0
(9258) --> prob=[4.772875207160954E-11,0.9999999999522713], prediction=1.0
(9260) --> prob=[0.9925558489504925,0.007444151049507514], prediction=0.0
(9262) --> prob=[0.1657168472114739,0.834283152788526], prediction=1.0
(9264) --> prob=[0.9961587926490622,0.003841207350937849], prediction=0.0
(9266) --> prob=[0.9471285148067734,0.05287148519322663], prediction=0.0
(9268) --> prob=[2.452250043317999E-5,0.9999754774995667], prediction=1.0
(9270) --> prob=[0.178054399221745,0.8219456007782551], prediction=1.0
(9272) --> prob=[7.78925615132829E-4,0.9992210743848671], prediction=1.0
(9274) --> prob=[0.013304809421681428,0.9866951905783186], prediction=1.0
(9276) --> prob=[0.029271471246036275,0.9707285287539636], prediction=1.0
(9278) --> prob=[0.005136020769952608,0.9948639792300473], prediction=1.0
(9280) --> prob=[0.37420211370934653,0.6257978862906535], prediction=1.0
(9282) --> prob=[1.1777072140394379E-4,0.9998822292785959], prediction=1.0
(9284) --> prob=[6.039451300555209E-5,0.9999396054869945], prediction=1.0
(9286) --> prob=[7.972810558162518E-7,0.999999202718944], prediction=1.0
(9288) --> prob=[0.39903635423937434,0.6009636457606258], prediction=1.0
(9290) --> prob=[0.9999963131407009,3.6868592990391622E-6], prediction=0.0
(9292) --> prob=[0.9848909312914902,0.01510906870850983], prediction=0.0
(9294) --> prob=[0.9965894050008053,0.0034105949991946913], prediction=0.0
(9296) --> prob=[0.3231787703590415,0.6768212296409585], prediction=1.0
(9298) --> prob=[0.368184905834499,0.631815094165501], prediction=1.0
(9300) --> prob=[9.481059695715991E-4,0.9990518940304285], prediction=1.0
(9302) --> prob=[0.9993436380895432,6.563619104568844E-4], prediction=0.0
(9304) --> prob=[0.9997901485054336,2.0985149456654372E-4], prediction=0.0
(9306) --> prob=[0.004714845073816609,0.9952851549261833], prediction=1.0
(9308) --> prob=[0.0011202523441218091,0.9988797476558783], prediction=1.0
(9310) --> prob=[0.9981804582596931,0.0018195417403069083], prediction=0.0
(9312) --> prob=[0.00876132538853032,0.9912386746114696], prediction=1.0
(9314) --> prob=[0.009824184090511083,0.990175815909489], prediction=1.0
(9316) --> prob=[0.9998816570199739,1.1834298002625518E-4], prediction=0.0
(9318) --> prob=[0.03913267688979413,0.9608673231102058], prediction=1.0
(9320) --> prob=[0.34591446616478483,0.6540855338352151], prediction=1.0
(9322) --> prob=[0.00966058181074251,0.9903394181892575], prediction=1.0
(9324) --> prob=[1.9454829954942553E-6,0.9999980545170045], prediction=1.0
(9326) --> prob=[0.99991223937375,8.776062624999838E-5], prediction=0.0
(9328) --> prob=[0.9999900988228023,9.901177197589227E-6], prediction=0.0
(9330) --> prob=[6.599947209711352E-11,0.9999999999340006], prediction=1.0
(9332) --> prob=[0.9155941528969778,0.08440584710302233], prediction=0.0
(9334) --> prob=[0.927322927294813,0.07267707270518695], prediction=0.0
(9336) --> prob=[0.9999999998521198,1.4788024888151338E-10], prediction=0.0
(9338) --> prob=[0.002276095400499631,0.9977239045995004], prediction=1.0
(9340) --> prob=[2.0320367842901315E-6,0.9999979679632156], prediction=1.0
(9342) --> prob=[0.07962967739205427,0.9203703226079457], prediction=1.0
(9344) --> prob=[0.9998740760718794,1.2592392812059257E-4], prediction=0.0
(9346) --> prob=[0.020243237843118336,0.9797567621568816], prediction=1.0
(9348) --> prob=[0.9999864955848716,1.350441512827202E-5], prediction=0.0
(9350) --> prob=[0.999999989027628,1.0972372061373885E-8], prediction=0.0
(9352) --> prob=[1.1338587470819115E-5,0.9999886614125292], prediction=1.0
(9354) --> prob=[2.4213804701773717E-7,0.999999757861953], prediction=1.0
(9356) --> prob=[0.9999975470861212,2.45291387881882E-6], prediction=0.0
(9358) --> prob=[0.9721177383512098,0.02788226164879005], prediction=0.0
(9360) --> prob=[0.5614406915688757,0.43855930843112445], prediction=0.0
(9362) --> prob=[0.670100847444536,0.3298991525554639], prediction=0.0
(9364) --> prob=[0.34964910262348,0.6503508973765201], prediction=1.0
(9366) --> prob=[0.02779460700897611,0.9722053929910239], prediction=1.0
(9368) --> prob=[0.9976976222100818,0.0023023777899180706], prediction=0.0
(9370) --> prob=[0.3721331873278359,0.627866812672164], prediction=1.0
(9372) --> prob=[0.979160942122213,0.020839057877786896], prediction=0.0
(9374) --> prob=[0.5830801175809092,0.41691988241909084], prediction=0.0
(9376) --> prob=[0.9992032754812636,7.967245187364454E-4], prediction=0.0
(9378) --> prob=[0.09671528627984492,0.9032847137201552], prediction=1.0
(9380) --> prob=[0.40573821932511467,0.5942617806748853], prediction=1.0
(9382) --> prob=[0.9999999999999807,1.9342478313632203E-14], prediction=0.0
(9384) --> prob=[0.9999996937571937,3.062428064498174E-7], prediction=0.0
(9386) --> prob=[0.9999998481982983,1.518017016391958E-7], prediction=0.0
(9388) --> prob=[0.6878271944670199,0.31217280553298016], prediction=0.0
(9390) --> prob=[4.6081260827938276E-5,0.9999539187391719], prediction=1.0
(9392) --> prob=[0.9826206521061916,0.017379347893808367], prediction=0.0
(9394) --> prob=[0.09138606465747522,0.9086139353425247], prediction=1.0
(9396) --> prob=[0.982873353686928,0.017126646313072143], prediction=0.0
(9398) --> prob=[0.9943229110530742,0.005677088946925704], prediction=0.0
(9400) --> prob=[0.9978686614969744,0.0021313385030256697], prediction=0.0
(9402) --> prob=[0.895283939301699,0.10471606069830103], prediction=0.0
(9404) --> prob=[0.0018726380953932584,0.9981273619046067], prediction=1.0
(9406) --> prob=[0.9999263739611443,7.362603885562865E-5], prediction=0.0
(9408) --> prob=[0.9850508547693931,0.014949145230606918], prediction=0.0
(9410) --> prob=[0.055280446531586876,0.9447195534684131], prediction=1.0
(9412) --> prob=[0.31844605320424013,0.6815539467957599], prediction=1.0
(9414) --> prob=[0.05029048958948521,0.9497095104105148], prediction=1.0
(9416) --> prob=[0.004896940560150872,0.9951030594398492], prediction=1.0
(9418) --> prob=[0.00272061279845308,0.9972793872015471], prediction=1.0
(9420) --> prob=[0.9039875846194951,0.09601241538050487], prediction=0.0
(9422) --> prob=[0.9999989648629398,1.0351370600908437E-6], prediction=0.0
(9424) --> prob=[0.004256799879526958,0.9957432001204731], prediction=1.0
(9426) --> prob=[0.8145945718136326,0.18540542818636743], prediction=0.0
(9428) --> prob=[0.13510961117857004,0.86489038882143], prediction=1.0
(9430) --> prob=[0.9999999999999953,4.6005219868455674E-15], prediction=0.0
(9432) --> prob=[0.9561608339207698,0.043839166079230225], prediction=0.0
(9434) --> prob=[0.8708320633060694,0.1291679366939305], prediction=0.0
(9436) --> prob=[0.041755755728018804,0.9582442442719811], prediction=1.0
(9438) --> prob=[0.0870989028700298,0.9129010971299701], prediction=1.0
(9440) --> prob=[0.04409372876036234,0.9559062712396377], prediction=1.0
(9442) --> prob=[2.6830458231724776E-7,0.9999997316954177], prediction=1.0
(9444) --> prob=[0.48520894929671265,0.5147910507032873], prediction=1.0
(9446) --> prob=[0.9999985782878855,1.4217121145592556E-6], prediction=0.0
(9448) --> prob=[0.9988651716190569,0.0011348283809431818], prediction=0.0
(9450) --> prob=[7.810483945259928E-5,0.9999218951605475], prediction=1.0
(9452) --> prob=[0.12627270589387884,0.8737272941061212], prediction=1.0
(9454) --> prob=[0.9766978904421777,0.02330210955782233], prediction=0.0
(9456) --> prob=[0.9926339183866016,0.0073660816133983495], prediction=0.0
(9458) --> prob=[0.9388331576351974,0.06116684236480259], prediction=0.0
(9460) --> prob=[0.2129701185383756,0.7870298814616244], prediction=1.0
(9462) --> prob=[0.6438001151539708,0.35619988484602927], prediction=0.0
(9464) --> prob=[0.0028625017945335587,0.9971374982054664], prediction=1.0
(9466) --> prob=[0.27968103696666596,0.7203189630333341], prediction=1.0
(9468) --> prob=[0.9999989960801416,1.0039198582706743E-6], prediction=0.0
(9470) --> prob=[0.9752420872840559,0.02475791271594417], prediction=0.0
(9472) --> prob=[0.999374616214463,6.253837855370732E-4], prediction=0.0
(9474) --> prob=[0.9999984615567019,1.53844329797419E-6], prediction=0.0
(9476) --> prob=[0.30196839630894645,0.6980316036910535], prediction=1.0
(9478) --> prob=[0.5184116007095845,0.4815883992904156], prediction=0.0
(9480) --> prob=[0.998561748876773,0.0014382511232270867], prediction=0.0
(9482) --> prob=[0.777237815456454,0.222762184543546], prediction=0.0
(9484) --> prob=[0.7982303965279197,0.20176960347208023], prediction=0.0
(9486) --> prob=[0.9941779463167117,0.005822053683288258], prediction=0.0
(9488) --> prob=[0.004122495991478932,0.995877504008521], prediction=1.0
(9490) --> prob=[0.9999997185346596,2.8146534050513834E-7], prediction=0.0
(9492) --> prob=[0.9902973731285611,0.009702626871438743], prediction=0.0
(9494) --> prob=[0.9999580572795479,4.194272045204467E-5], prediction=0.0
(9496) --> prob=[0.7629349782346887,0.23706502176531127], prediction=0.0
(9498) --> prob=[0.9999995588119747,4.411880253925289E-7], prediction=0.0
(9500) --> prob=[0.03527094818438391,0.9647290518156161], prediction=1.0
(9502) --> prob=[0.09694129337301126,0.9030587066269887], prediction=1.0
(9504) --> prob=[0.9996305013043786,3.694986956212831E-4], prediction=0.0
(9506) --> prob=[7.943626096162379E-4,0.9992056373903837], prediction=1.0
(9508) --> prob=[0.8951302346530561,0.10486976534694392], prediction=0.0
(9510) --> prob=[0.005323942581904683,0.9946760574180953], prediction=1.0
(9512) --> prob=[0.056893574871476636,0.9431064251285233], prediction=1.0
(9514) --> prob=[0.9999999230827178,7.691728228121432E-8], prediction=0.0
(9516) --> prob=[0.9759962406456105,0.024003759354389444], prediction=0.0
(9518) --> prob=[0.670497893615725,0.3295021063842751], prediction=0.0
(9520) --> prob=[9.202502110314701E-5,0.9999079749788968], prediction=1.0
(9522) --> prob=[0.5799594249988979,0.4200405750011021], prediction=0.0
(9524) --> prob=[0.7789680346889905,0.2210319653110096], prediction=0.0
(9526) --> prob=[0.9682190985638067,0.03178090143619339], prediction=0.0
(9528) --> prob=[4.517868995041542E-8,0.9999999548213101], prediction=1.0
(9530) --> prob=[1.0109793687764182E-10,0.999999999898902], prediction=1.0
(9532) --> prob=[8.130012708941859E-5,0.9999186998729106], prediction=1.0
(9534) --> prob=[0.1573663725785366,0.8426336274214634], prediction=1.0
(9536) --> prob=[0.9922438835856134,0.007756116414386671], prediction=0.0
(9538) --> prob=[0.999999494080441,5.059195588807242E-7], prediction=0.0
(9540) --> prob=[0.9999983757075643,1.6242924356425709E-6], prediction=0.0
(9542) --> prob=[0.015164964543813372,0.9848350354561867], prediction=1.0
(9544) --> prob=[1.2659028874238672E-5,0.9999873409711258], prediction=1.0
(9546) --> prob=[0.5192293396806131,0.4807706603193869], prediction=0.0
(9548) --> prob=[0.2519906060793669,0.7480093939206331], prediction=1.0
(9550) --> prob=[0.028503719449176963,0.9714962805508232], prediction=1.0
(9552) --> prob=[2.219722783731393E-6,0.9999977802772162], prediction=1.0
(9554) --> prob=[8.297482314543661E-6,0.9999917025176855], prediction=1.0
(9556) --> prob=[0.9084764216919002,0.09152357830809967], prediction=0.0
(9558) --> prob=[0.9980114358124733,0.0019885641875267922], prediction=0.0
(9560) --> prob=[0.9966988333973701,0.0033011666026298223], prediction=0.0
(9562) --> prob=[0.053750246410837914,0.9462497535891622], prediction=1.0
(9564) --> prob=[0.016001100936831207,0.9839988990631687], prediction=1.0
(9566) --> prob=[1.5211944882753827E-4,0.9998478805511725], prediction=1.0
(9568) --> prob=[0.9994755782520914,5.244217479085169E-4], prediction=0.0
(9570) --> prob=[3.7180364505184005E-9,0.9999999962819635], prediction=1.0
(9572) --> prob=[0.7480444476491919,0.2519555523508081], prediction=0.0
(9574) --> prob=[5.451685548963465E-5,0.9999454831445103], prediction=1.0
(9576) --> prob=[1.3931756213327349E-5,0.9999860682437867], prediction=1.0
(9578) --> prob=[0.7544154190855186,0.2455845809144814], prediction=0.0
(9580) --> prob=[7.02604255396443E-5,0.9999297395744604], prediction=1.0
(9582) --> prob=[0.0841398728145775,0.9158601271854224], prediction=1.0
(9584) --> prob=[1.7056507580065605E-4,0.9998294349241994], prediction=1.0
(9586) --> prob=[4.0378281925689884E-5,0.9999596217180744], prediction=1.0
(9588) --> prob=[0.012045525571514773,0.9879544744284852], prediction=1.0
(9590) --> prob=[0.5345346565235433,0.4654653434764568], prediction=0.0
(9592) --> prob=[0.08023397047369925,0.9197660295263008], prediction=1.0
(9594) --> prob=[0.008474561202920018,0.99152543879708], prediction=1.0
(9596) --> prob=[0.9789105498259014,0.021089450174098696], prediction=0.0
(9598) --> prob=[2.3481631079145994E-9,0.9999999976518368], prediction=1.0
(9600) --> prob=[0.0018855449413193927,0.9981144550586806], prediction=1.0
(9602) --> prob=[0.41021958346469223,0.5897804165353078], prediction=1.0
(9604) --> prob=[0.07673637760299928,0.9232636223970008], prediction=1.0
(9606) --> prob=[0.9999999999672571,3.274286737734019E-11], prediction=0.0
(9608) --> prob=[0.44129004801378025,0.5587099519862198], prediction=1.0
(9610) --> prob=[0.8793350104801815,0.1206649895198186], prediction=0.0
(9612) --> prob=[2.8884990484318675E-4,0.9997111500951568], prediction=1.0
(9614) --> prob=[0.005333415910060783,0.9946665840899391], prediction=1.0
(9616) --> prob=[4.955465290295782E-4,0.9995044534709705], prediction=1.0
(9618) --> prob=[0.7155415157752342,0.2844584842247658], prediction=0.0
(9620) --> prob=[0.9656063791722658,0.03439362082773413], prediction=0.0
(9622) --> prob=[0.11940889402912752,0.8805911059708725], prediction=1.0
(9624) --> prob=[0.9915534767137054,0.008446523286294484], prediction=0.0
(9626) --> prob=[0.15351424908603656,0.8464857509139635], prediction=1.0
(9628) --> prob=[0.9999999966517867,3.3482132241271956E-9], prediction=0.0
(9630) --> prob=[0.07407420200467763,0.9259257979953225], prediction=1.0
(9632) --> prob=[0.9375563517547096,0.062443648245290445], prediction=0.0
(9634) --> prob=[0.0019303455860739237,0.998069654413926], prediction=1.0
(9636) --> prob=[0.12053551089348027,0.8794644891065198], prediction=1.0
(9638) --> prob=[1.5880337313844484E-4,0.9998411966268617], prediction=1.0
(9640) --> prob=[0.9675863734413765,0.03241362655862335], prediction=0.0
(9642) --> prob=[0.030667054369389726,0.9693329456306102], prediction=1.0
(9644) --> prob=[0.013078694453112317,0.9869213055468877], prediction=1.0
(9646) --> prob=[0.5316174253954493,0.46838257460455074], prediction=0.0
(9648) --> prob=[0.0025751175985270257,0.9974248824014731], prediction=1.0
(9650) --> prob=[0.004178378597542721,0.9958216214024573], prediction=1.0
(9652) --> prob=[0.9862743932046852,0.01372560679531477], prediction=0.0
(9654) --> prob=[2.7372120687673573E-4,0.9997262787931233], prediction=1.0
(9656) --> prob=[0.021013697814876813,0.9789863021851232], prediction=1.0
(9658) --> prob=[0.9999974786307664,2.5213692336016308E-6], prediction=0.0
(9660) --> prob=[0.9848478398364912,0.015152160163508904], prediction=0.0
(9662) --> prob=[0.9111317576339376,0.08886824236606225], prediction=0.0
(9664) --> prob=[0.9996133183802163,3.866816197836365E-4], prediction=0.0
(9666) --> prob=[0.9637808472796509,0.03621915272034907], prediction=0.0
(9668) --> prob=[6.083400750259494E-4,0.9993916599249741], prediction=1.0
(9670) --> prob=[0.07235717213151915,0.9276428278684808], prediction=1.0
(9672) --> prob=[0.026197427351588733,0.9738025726484113], prediction=1.0
(9674) --> prob=[0.4430170153665562,0.5569829846334439], prediction=1.0
(9676) --> prob=[0.12432025099577498,0.875679749004225], prediction=1.0
(9678) --> prob=[0.9997420977661142,2.579022338859281E-4], prediction=0.0
(9680) --> prob=[0.05365972652093319,0.9463402734790668], prediction=1.0
(9682) --> prob=[2.208025536416621E-4,0.9997791974463583], prediction=1.0
(9684) --> prob=[0.11917493884953248,0.8808250611504675], prediction=1.0
(9686) --> prob=[0.9999202899339534,7.971006604660136E-5], prediction=0.0
(9688) --> prob=[0.8801129895448971,0.11988701045510293], prediction=0.0
(9690) --> prob=[0.001567955164691481,0.9984320448353086], prediction=1.0
(9692) --> prob=[0.8822443968639979,0.11775560313600208], prediction=0.0
(9694) --> prob=[0.9786843091032167,0.021315690896783313], prediction=0.0
(9696) --> prob=[0.009788917814806427,0.9902110821851935], prediction=1.0
(9698) --> prob=[0.7480844246471358,0.25191557535286424], prediction=0.0
(9700) --> prob=[2.649920784699249E-4,0.9997350079215301], prediction=1.0
(9702) --> prob=[0.001929323596802076,0.9980706764031979], prediction=1.0
(9704) --> prob=[0.6685630298903129,0.3314369701096871], prediction=0.0
(9706) --> prob=[0.6793856306140986,0.3206143693859014], prediction=0.0
(9708) --> prob=[0.9866866690330867,0.013313330966913365], prediction=0.0
(9710) --> prob=[5.3272967816667884E-8,0.9999999467270322], prediction=1.0
(9712) --> prob=[0.0016478836439605862,0.9983521163560393], prediction=1.0
(9714) --> prob=[0.9999924354523305,7.564547669415365E-6], prediction=0.0
(9716) --> prob=[0.14109165430470974,0.8589083456952903], prediction=1.0
(9718) --> prob=[0.672714223251743,0.32728577674825693], prediction=0.0
(9720) --> prob=[0.791654722647125,0.20834527735287492], prediction=0.0
(9722) --> prob=[0.12458256917791273,0.8754174308220873], prediction=1.0
(9724) --> prob=[0.9997275631597679,2.7243684023214474E-4], prediction=0.0
